R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Aljamain Sterling,Cody Stamann,-161.0,154.0,2018-09-08,False,Submission,Bantamweight,1353.5898498288439,1264.257203033182,0.6168582375478927,0.3937007874015748,Red,11.0,Orthodox,170.18,180.34,29.0,0.7,79.44157372788908,1.0,0.0,12.585999999999999,0.0,0.6611111111111111,0.5333333333333333,5.641698867891625,0.49093054737287345,1.8629056681046117,0.6825068203319914,0.0,0.7872632675420843,2.1428355542602397,0.0,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.0,0.04959110183031854,34.87052279746783,27.566612338137954,36.79804756352819,36.993074768898886,32.58768198440242,31.407575937837276,4.0,Orthodox,167.64,162.56,28.0,1.0,81.70832270950126,3.0,0.0,15.0,0.0,0.6521739130434783,0.48888888888888893,7.133333333333333,0.5175487664945496,3.3777777777777778,0.6391126626089032,0.0,0.0,4.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,37.320123108961404,34.89337810502811,34.14144950859201,29.39583201999916,30.060120666039104,35.868361058367675
Abdul Razak Alhassan,Niko Price,100.0,100.0,2018-09-08,False,KO/TKO,Welterweight,1255.7094360773522,1310.6924315943395,0.5,0.5,Red,4.0,Orthodox,177.8,185.42,33.0,0.6666666666666666,111.63780721601441,1.0,0.0,6.333333333333333,0.0,0.611111111111111,1.0,10.99596904282892,0.4579124579124579,3.1819090255499365,0.7324245253657019,1.9828539321769705,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.16800834824090638,27.66613183538706,19.126314615385834,34.76255604080649,20.496784648011367,19.569783176169693,23.595154773038352,7.0,Orthodox,182.88,193.04,28.0,0.75,66.74935348358207,2.0,0.0,6.686666666666667,0.0,0.8888888888888888,0.22999999999999998,3.411114891253728,0.36145880735746355,3.4942543779838133,0.5490112945585529,0.1324074074074074,1.9771229452314216,1.5347925450738977,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.05141304347826087,34.34957031560688,25.916233124449086,28.164746719786606,26.325471630415073,30.81084146011773,26.834020866774466
Jessica Andrade,Karolina Kowalkiewicz,-425.0,373.0,2018-09-08,False,KO/TKO,Women's Strawweight,1338.2532179251484,1268.3896902022998,0.8095238095238095,0.21141649048625794,Red,13.0,Orthodox,154.94,157.48,26.0,0.6666666666666666,89.38507877544389,2.0,0.0,12.219166666666666,1.0,0.5260416666666666,0.6363095238095238,9.154335409078278,0.5362077424721451,4.618024238298203,0.5387279459779094,0.05411255411255411,0.5617259378089852,3.255221233373374,0.0,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.0,0.02119251758524685,31.64053170062609,32.522939991310054,32.45548669826505,32.04033300670526,31.535987670641674,31.922941848869826,8.0,Orthodox,160.02,162.56,32.0,0.7142857142857143,62.15131305359296,2.0,0.0,14.718571428571428,1.0,0.7222222222222222,0.3,10.157661480433758,0.36479150681994554,4.44956152758133,0.5980605797471237,0.0,0.0,0.14285714285714285,0.0,0.25,0.375,0.0,0.0,0.0,0.0,33.74277982675238,29.35233984294942,30.091281118518694,31.462162504637867,34.51577935561848,33.57892323574809
Geoff Neal,Frank Camacho,-185.0,190.0,2018-09-08,False,KO/TKO,Welterweight,,1146.3329815255984,0.6491228070175439,0.3448275862068966,Red,1.0,Southpaw,180.34,190.5,28.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,4.0,Orthodox,177.8,185.42,29.0,0.3333333333333333,97.66609783679628,0.0,1.0,15.0,0.0,0.8095238095238096,0.7333333333333334,6.555555555555556,0.42735105225356734,7.622222222222223,0.5337519674736027,0.0,0.0,1.6666666666666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,22.5010205829871,27.39657695162566,21.419481291562803,25.0,28.774186245876894,29.26684873110292
Zabit Magomedsharipov,Brandon Davis,-960.0,971.0,2018-09-08,False,Submission,Featherweight,1296.8970673127253,1174.4711688643642,0.9056603773584906,0.09337068160597572,Red,4.0,Orthodox,185.42,185.42,27.0,1.0,68.43671042162484,3.0,0.0,12.839999999999998,0.0,0.8571428571428572,0.5070707070707071,8.080821901646196,0.541675528772303,2.2428149339212244,0.5991140675014005,0.0,1.4342490481319115,6.055119862061293,0.0,0.0,0.25,0.0,0.5,0.0,0.0,33.97822852570745,30.655664745717942,32.69555418270548,33.21520484946838,34.071363133523796,34.2475624683624,4.0,Orthodox,177.8,182.88,28.0,0.3333333333333333,52.10486221713542,0.0,1.0,15.0,0.0,0.6777777777777779,0.3333333333333333,4.022222222222222,0.35753968253968255,3.488888888888889,0.6507340177552944,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,21.89273261730367,29.730397155102796,22.18001433823414,22.506075202148136,21.508606030327588,29.7071543278344
Carla Esparza,Tatiana Suarez,350.0,-400.0,2018-09-08,False,KO/TKO,Women's Strawweight,1291.0461282282024,1274.7247022217348,0.2222222222222222,0.8,Blue,8.0,Orthodox,154.94,160.02,30.0,0.5714285714285714,129.10765164886905,0.0,1.0,13.632857142857144,2.0,0.6333333333333333,0.4340269441109777,4.913146113461451,0.391990029180938,2.857104044009371,0.571495851688103,0.0,0.47602131438721135,3.8995021164133896,0.0,0.0,0.375,0.0,0.125,0.0,0.0,29.430502563865932,27.013759849607336,26.850683771647425,28.663600327670377,26.31149546933163,27.688057525117436,3.0,Southpaw,165.1,167.64,27.0,1.0,95.03858865394274,2.0,0.0,8.72,1.0,1.0,0.7333333333333334,3.943169398907104,0.4460167714884696,1.6628415300546449,0.34239130434782605,0.0,3.0737704918032787,8.147540983606557,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,35.67772386502228,31.26709283134255,29.42808352102462,28.16137767331849,30.055409319152208,30.93996843788236
Jim Miller,Alex White,160.0,-160.0,2018-09-08,False,Submission,Lightweight,1204.1754790036116,1198.802873604299,0.38461538461538464,0.6153846153846154,Red,28.0,Southpaw,172.72,180.34,35.0,0.5740740740740741,70.26194375862897,0.0,4.0,10.501111111111113,0.0,0.5053791887125221,0.48436853002070396,5.505392951002034,0.37313390903172156,2.978580121966676,0.5971122872121574,0.025840248573119316,2.7508363507317943,2.2992846189864653,0.0,0.07142857142857142,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.0,0.1661442000397621,31.519344138153386,27.745895967018697,25.90986674311817,26.456868227924883,29.076485514316165,28.615818835318418,7.0,Southpaw,182.88,180.34,29.0,0.5,205.46451437332595,0.0,1.0,11.286666666666667,0.0,0.8254545454545454,0.7523809523809524,7.50970524141054,0.4457602624240149,3.8430061461104508,0.6338441189104264,0.18362713675213674,0.16666666666666666,0.8333333333333334,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.03496019004185973,24.59877802519195,26.440446447046437,28.810246544118915,22.83993160468024,25.797809799387508,24.140247094767222
Irene Aldana,Lucie Pudilova,-102.0,100.0,2018-09-08,False,Decision - Split,Women's Bantamweight,1196.5004468836487,1242.6293758066697,0.504950495049505,0.5,Red,4.0,Orthodox,175.26,172.72,30.0,0.3333333333333333,127.08133878216213,1.0,0.0,15.0,0.0,0.9696969696969697,0.75,5.822222222222223,0.4026377798319915,7.111111111111111,0.5550675330536023,0.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,20.41914454974882,32.763484402465544,21.441636733614512,29.39583201999916,29.39583201999916,32.290973627093514,4.0,Orthodox,172.72,170.18,24.0,0.6666666666666666,111.01163602673971,2.0,0.0,15.0,0.0,0.8190476190476191,,5.044444444444444,0.45286835921333113,4.066666666666666,0.5729007244158759,0.044444444444444446,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.008888888888888889,29.008311681370074,19.691547788218024,29.864681835074663,17.051218576776833,25.8959332618623,25.498714346608683
Tyron Woodley,Darren Till,110.0,-106.0,2018-09-08,True,Submission,Welterweight,1458.356137132964,1397.668585579663,0.47619047619047616,0.5145631067961165,Red,11.0,Orthodox,175.26,187.96,36.0,0.85,153.53359123124696,8.0,0.0,11.987,3.0,1.0,0.9166666666666666,11.445234554884799,0.5540661410015474,1.8953987727983006,0.6807238083533247,0.49590530483096684,0.12,0.7628571428571427,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.0,0.18295580645666926,40.86034186623942,39.236133353916976,40.70699390844731,37.445555125608934,30.087029067713445,35.75684008046261,7.0,Southpaw,182.88,187.96,25.0,0.9166666666666666,193.9914087444768,6.0,0.0,13.428333333333335,0.0,0.8333333333333334,0.41666666666666663,4.137599860457003,0.48616982840892226,2.9533926391069247,0.6057066843831549,0.06857142857142857,0.0,0.5,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.04800355343042706,38.244117845363895,25.25075051911532,37.29102437067275,29.09187491968246,22.21660696622432,31.027636761106088
Charles Byrd,Darren Stewart,-167.0,163.0,2018-09-08,False,KO/TKO,Middleweight,1236.25,1149.1683003546818,0.6254681647940075,0.38022813688212925,Blue,2.0,Orthodox,177.8,185.42,34.0,1.0,123.74368670764582,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,6.0,Orthodox,182.88,187.96,27.0,0.3,85.94106507756736,1.0,0.0,6.728,0.0,0.6833333333333333,0.3416666666666667,5.131622488000664,0.4742801658531465,2.6966129909648053,0.6218513323983169,0.030911901081916538,0.0,4.056056644003701,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0058823529411764705,23.99019500954825,26.666657432134635,26.406170414600087,20.604167980000835,18.04281876924262,21.458734016908632
Diego Sanchez,Craig White,190.0,-205.0,2018-09-08,False,Decision - Unanimous,Welterweight,1195.9312588279313,1180.5642020914474,0.3448275862068966,0.6721311475409836,Red,21.0,Southpaw,177.8,182.88,36.0,0.5,118.31074901856267,0.0,2.0,12.8475,2.0,0.5613553113553114,0.21781045751633987,6.4972779722294955,0.3860033837714809,4.403121441728142,0.5077355689417925,0.013773987206823027,0.7533049040511728,0.8693002257336342,0.0,0.14285714285714285,0.38095238095238093,0.23809523809523808,0.0,0.0,0.2658666023102923,30.95296714850354,24.078355205163273,24.755746594231752,31.030672805605167,37.614236134151525,28.038954587974395,2.0,Orthodox,187.96,193.04,28.0,0.0,73.53910524340094,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,22.801511192678298,26.953685694004616,22.326572941133705,20.89066033645889,21.956693329413437,21.62955187238124
Merab Dvalishvili,Terrion Ware,-510.0,444.0,2018-09-15,False,Decision - Unanimous,Bantamweight,1152.38472399587,1104.5189419350527,0.8360655737704918,0.18382352941176472,Red,3.0,Orthodox,167.64,172.72,27.0,0.0,81.13158036999732,0.0,2.0,15.0,0.0,0.8571428571428572,0.37549407114624506,8.566666666666666,0.3443906376109766,3.0666666666666664,0.5613665506503023,0.03333333333333333,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,18.228674047898174,30.19503320625973,18.845931155083655,25.0,20.604167980000835,28.64363319695259,4.0,Orthodox,172.72,180.34,32.0,0.0,78.71255723622926,0.0,3.0,15.0,0.0,0.611111111111111,0.1111111111111111,5.177777777777778,0.33954815252863746,6.711111111111111,0.4716892312480548,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.523879506221494,21.614581577141703,16.215252239745656,25.045753316709387,24.50520059586327,21.689621313189434
Ramazan Emeev,Stefan Sekulic,-588.0,550.0,2018-09-15,False,Decision - Unanimous,Welterweight,1288.0574090348694,,0.8546511627906976,0.15384615384615385,Red,3.0,Southpaw,177.8,193.04,31.0,1.0,102.4808925279895,2.0,0.0,15.0,0.0,0.9,0.3055555555555556,2.5666666666666664,0.49974849094567403,1.3666666666666667,0.7196864111498258,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,37.45985677371964,26.28850981461451,35.111713267241846,31.76234915462291,25.0,26.632332711396185,1.0,Southpaw,182.88,190.5,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Adam Yandiev,Jordan Johnson,246.0,-250.0,2018-09-15,False,Submission,Middleweight,,1251.0167037923402,0.28901734104046245,0.7142857142857143,Blue,1.0,Orthodox,175.26,187.96,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,Orthodox,187.96,200.66,29.0,1.0,127.40094191174569,2.0,0.0,15.0,0.0,,0.25757575757575757,8.166666666666668,0.4293810234831003,3.7,0.5246733338199869,0.0,0.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,33.47393150633584,23.824516470651794,20.98696998534701,25.0,25.0,24.61786388628329
Magomed Ankalaev,Marcin Prachnio,-455.0,449.0,2018-09-15,False,KO/TKO,Light Heavyweight,1159.9814888238514,1170.554039788656,0.8198198198198198,0.18214936247723132,Red,2.0,Orthodox,190.5,190.5,26.0,0.0,128.69343417595164,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,19.002872810284977,23.040377370369963,28.458390603742465,28.458390603742465,19.002872810284977,19.002872810284977,2.0,Orthodox,190.5,187.96,30.0,0.0,143.54267658086914,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.758215828404484,21.115955913055753,20.96481485134384,25.0,19.165527048043284,21.303903222294213
Mairbek Taisumov,Desmond Green,-500.0,472.0,2018-09-15,False,Decision - Unanimous,Lightweight,1353.8783304723995,1212.7002610289576,0.8333333333333334,0.17482517482517482,Red,8.0,Orthodox,175.26,185.42,30.0,0.8571428571428571,169.29174944034168,5.0,0.0,6.767142857142857,0.0,0.9318181818181819,0.8571428571428572,7.943318892997145,0.5215365441570319,2.0865590381312265,0.6735823768547891,0.3208540651361399,0.0,1.5108868826340947,0.0,0.0,0.125,0.625,0.0,0.0,0.4183675601066906,34.06494040048752,30.355068723127822,31.658955013842633,31.95718123075737,24.107434217761963,27.265046166516743,5.0,Southpaw,177.8,185.42,28.0,0.5,61.96773353931867,1.0,0.0,15.0,0.0,0.8380681818181819,0.5,5.466666666666667,0.45680645264804587,2.316666666666667,0.6847873550081178,0.0,0.0,1.25,0.0,0.2,0.2,0.0,0.0,0.0,0.0,31.10553948596819,39.21294603813151,31.951274216777698,18.199439286654673,20.400581919054268,34.58540741418033
Rustam Khabilov,Kajan Johnson,-714.0,610.0,2018-09-15,False,Decision - Split,Lightweight,1402.899979335284,1247.3285034396151,0.8771498771498771,0.14084507042253522,Red,11.0,Orthodox,172.72,185.42,31.0,0.8,120.87469093689924,5.0,0.0,12.562999999999999,0.0,0.7314814814814814,0.47393939393939394,4.448795922094214,0.3731876596810716,1.5799715488790258,0.6978102085583872,0.006666666666666666,0.1,6.991854510230493,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.06521354299295476,37.11416613100019,31.710045670748137,30.466786897932973,36.62544684620353,31.444607113921094,30.127910407141712,7.0,Orthodox,180.34,190.5,34.0,0.6666666666666666,241.9380085889772,0.0,1.0,11.988333333333335,0.0,0.525,0.4057239057239057,4.125590666735985,0.4490815556992027,1.7116175193538723,0.5971296997669842,0.02699925855311937,0.16666666666666666,1.6659728004440744,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.038194261878472406,31.962926571512877,24.334650126854843,29.367578870329627,32.758956426438964,22.358699393940277,24.405915745976472
Khalid Murtazaliev,CB Dollaway,-160.0,150.0,2018-09-15,False,KO/TKO,Middleweight,,1259.3828166783142,0.6153846153846154,0.4,Red,1.0,Orthodox,182.88,193.04,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.0,Orthodox,187.96,193.04,35.0,0.5555555555555556,128.59015086928235,2.0,0.0,7.66111111111111,1.0,0.8020833333333333,0.5621794871794872,5.080113952200481,0.47464272030841276,3.2925020973108583,0.5284583054355054,0.14985754985754987,1.5696873024478613,3.8387767944594393,0.0,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.0,0.18194066809857207,29.87451143510182,33.46830473070673,28.32890952297152,32.27954055940741,33.791803107876135,29.987722330947598
Andrei Arlovski,Shamil Abdurakhimov,135.0,-125.0,2018-09-15,False,Decision - Unanimous,Heavyweight,1208.9002571605745,1255.564369662468,0.425531914893617,0.5555555555555556,Blue,13.0,Orthodox,190.5,195.58,39.0,0.5,54.64371782223366,0.0,1.0,9.792499999999999,5.0,0.6333333333333334,0.1574074074074074,6.1495204919684205,0.46979132163670534,4.683635354752517,0.4719094659069843,0.05107147964290821,0.0,0.43309390795424313,0.0,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.15384615384615385,0.0,0.623532631602779,31.32199378841933,24.645092654187707,29.147955003837943,15.929946406351425,20.40090740259631,26.280236781232684,5.0,Orthodox,190.5,193.04,37.0,0.75,148.7726453350884,1.0,0.0,12.415000000000001,0.0,0.8333333333333333,0.16287878787878787,4.579927147910756,0.4921866878898129,2.7540471437077514,0.581459017173303,0.20161290322580647,0.2035830618892508,1.0643322475570032,0.0,0.2,0.2,0.2,0.0,0.0,0.041666666666666664,29.905336935372596,29.893421251782517,29.634657429467243,22.082623328548834,31.223087392179526,29.21686684489554
Mark Hunt,Aleksei Oleinik,-106.0,110.0,2018-09-15,False,Submission,Heavyweight,1279.4224772608175,1217.8553407510542,0.5145631067961165,0.47619047619047616,Blue,17.0,Orthodox,177.8,182.88,44.0,0.5625,90.01858468247151,0.0,1.0,11.204999999999998,1.0,0.7289377289377289,0.6799999999999999,4.511138243733046,0.4336499890135147,2.770139799228482,0.5619653578179122,0.10700323569045166,0.0625,1.321098083434574,0.0,0.0,0.058823529411764705,0.4117647058823529,0.0,0.0,0.23950457522125118,32.737196171527295,29.578290575163436,31.297156459139256,20.185219327978977,20.65125001929447,25.965460608245817,3.0,Orthodox,187.96,203.2,41.0,0.5,175.8588449107219,0.0,1.0,4.4799999999999995,0.0,0.0,1.0,8.239101709261188,0.48333333333333334,4.413510896768418,0.6227201667535174,0.0,2.9182879377431905,0.0,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0861344537815126,23.894897712324134,17.67838264226457,32.05055500937822,25.0,27.790363769005612,24.85907194239072
Jan Blachowicz,Nikita Krylov,140.0,-129.0,2018-09-15,False,Submission,Light Heavyweight,1273.6830583459455,1324.1493781736244,0.4166666666666667,0.5633187772925764,Red,10.0,Orthodox,187.96,198.12,35.0,0.5555555555555556,73.24206441656324,3.0,0.0,12.733333333333333,0.0,0.7375,0.6074074074074074,4.58305174709733,0.5187502590574428,2.926238552704034,0.559984156263286,0.022222222222222223,0.31892490994735384,1.430036021058465,0.0,0.0,0.3,0.1,0.1,0.0,0.027478119570541835,30.17616392625692,28.337294286433092,31.052067295700365,23.345477645231462,27.048819248348742,27.088413270650324,9.0,Orthodox,190.5,195.58,26.0,0.75,181.06774361486305,0.0,1.0,4.6975,0.0,0.42460317460317465,0.125,14.819476917565673,0.6506490325262456,3.2394646234691105,0.5053474303474303,0.6239545997610514,2.892757951711806,0.42808219178082196,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0890885874183288,33.285128665503116,15.483809668372434,34.79803619926673,29.79490124245178,24.962638118718004,26.407636738148934
Thales Leites,Hector Lombard,-140.0,143.0,2018-09-22,False,Decision - Unanimous,Middleweight,1279.5284269123445,1162.8526073127612,0.5833333333333334,0.411522633744856,Red,19.0,Orthodox,185.42,198.12,37.0,0.6111111111111112,306.29503607274967,0.0,2.0,12.051666666666668,1.0,0.6309523809523809,0.2975129445717681,4.052631989042126,0.4176698859717253,2.872310159574037,0.550093738092129,0.1378442545109212,2.228043599754609,3.3837551711455,0.0,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.0,0.08136007109692173,31.56816823696316,26.05474179997304,28.054860113114536,26.88388344175455,33.552046664098256,27.61092277585638,11.0,Southpaw,175.26,180.34,40.0,0.35,191.6697443758167,1.0,0.0,9.892,0.0,0.78,0.5079365079365079,5.865486914600477,0.5042232541549817,3.5872293804026043,0.5581973011018647,0.18180858740910144,0.4784688995215311,1.6435268424206764,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.08194491005703822,27.747935536709264,29.48735324805106,29.928217408772575,28.614132080831492,30.83743601174167,29.772921652091743
Sergio Moraes,Ben Saunders,-259.0,241.0,2018-09-22,False,Submission,Welterweight,1319.939893871004,1244.7370237914683,0.7214484679665738,0.2932551319648094,Red,11.0,Orthodox,182.88,182.88,36.0,0.75,156.63866932297634,1.0,0.0,12.089,1.0,0.875,0.29545454545454547,5.345763094321638,0.47094977696852486,3.641299733795038,0.6512490089018522,0.008210180623973728,0.6937370436309538,1.2372484940126331,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.022596311734242768,33.96812776303169,25.310555882000205,25.946242943545577,30.997127189715027,36.56335352589217,28.61901802096092,16.0,Orthodox,187.96,195.58,35.0,0.6,338.59705034155274,1.0,0.0,8.040000000000001,0.0,0.5130952380952382,0.6,6.9325700178510585,0.5498657003706356,3.6466487424439173,0.5128522209822396,0.0966352811990396,1.5254898007191584,0.300229086874038,0.0,0.0625,0.125,0.1875,0.1875,0.0,0.13638023054555776,29.7163360621848,23.740372806000668,26.485127609451673,22.669413280465516,21.967571194892464,23.819193953172014
Augusto Sakai,Chase Sherman,-190.0,210.0,2018-09-22,False,KO/TKO,Heavyweight,,1143.1696093674307,0.6551724137931034,0.3225806451612903,Red,1.0,Orthodox,190.5,195.58,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,7.0,Orthodox,193.04,198.12,28.0,0.3333333333333333,57.766772456144714,0.0,2.0,10.334999999999999,0.0,0.875,1.0,10.646861985401884,0.41564609583496503,5.099458605910219,0.4962757856582871,0.019936204146730464,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.03886841674937919,20.732098626054224,24.544670219812367,20.681978720928722,25.71898187676572,25.71898187676572,27.928264447849728
Luis Henrique,Ryan Spann,105.0,100.0,2018-09-22,False,Decision - Unanimous,Light Heavyweight,1163.409948299154,,0.4878048780487805,0.5,Blue,4.0,Orthodox,187.96,187.96,25.0,0.3333333333333333,159.93123522314207,0.0,2.0,13.526666666666666,0.0,0.5,0.6363636363636364,4.310182637877458,0.47895186684660374,1.8540783350251815,0.5160461760461761,0.0,1.1965535335108548,3.5896606005325644,0.0,0.0,0.0,0.0,0.5,0.0,0.0,22.726141809172063,24.29169571002119,23.818640774936146,24.954246683290606,21.575259052397566,22.533812526277874,1.0,Orthodox,195.58,200.66,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
