R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Randa Markos,Nina Ansaroff,125.0,-135.0,2018-07-28,False,Decision - Unanimous,Women's Strawweight,1227.0647835331324,1202.422218185164,0.4444444444444444,0.574468085106383,Blue,9.0,Orthodox,162.56,160.02,32.0,0.5,72.49559373583412,1.0,0.0,13.6675,0.0,0.44000000000000006,0.41816120387548955,6.122964669738864,0.4196073934559388,3.3131720430107525,0.5925082586814108,0.0,0.25,1.8070276497695852,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,26.53616735888491,23.260696476201,25.312606748251245,28.995514712147354,25.14021768298329,23.342963274253112,5.0,Orthodox,165.1,162.56,32.0,0.5,164.53662206329628,2.0,0.0,14.5975,0.0,0.8166666666666668,0.375,5.196191187453323,0.49480817832860535,3.725416977844162,0.5402866158845595,0.0,1.0601194921583272,0.5300597460791636,0.0,0.0,0.2,0.0,0.2,0.0,0.0,23.91997824451297,28.860427531302737,31.293003529701842,27.665697244426884,26.76792478691361,25.506487715339173
Marlon Vera,Wuliji Buren,-455.0,425.0,2018-08-04,False,KO/TKO,Bantamweight,1263.7551208998593,1158.59771594229,0.8198198198198198,0.19047619047619047,Red,7.0,Switch,172.72,177.8,25.0,0.6666666666666666,101.49712639610378,0.0,1.0,11.305,0.0,0.7647619047619048,0.5,3.928304609650175,0.4316644004144004,3.734257417743656,0.5041940912082561,0.023456790123456788,3.3262120142854084,0.3333333333333333,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.04385188569623538,30.565729592894407,24.51587090194418,26.520889330422534,18.611194243252214,26.501922960522275,24.281993759649595,2.0,Orthodox,175.26,175.26,29.0,0.0,178.19090885900997,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,17.100045819248002,28.325528277434884,19.177654695196846,25.0,20.331710725560708,27.2336085443815
Danielle Taylor,Weili Zhang,310.0,-250.0,2018-08-04,False,Decision - Unanimous,Women's Strawweight,1178.6474473567039,,0.24390243902439024,0.7142857142857143,Blue,4.0,Orthodox,152.4,152.4,28.0,0.3333333333333333,124.73705677677879,0.0,1.0,15.0,0.0,0.7666666666666666,0.5,5.0,0.2850564468211527,3.1111111111111107,0.7282101556321531,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.0,0.0,0.0,21.86329771056469,21.351428096814256,19.736655742914692,25.0,16.835281111083095,20.861972862954115,1.0,Switch,162.56,160.02,28.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alex Perez,Jose Torres,-115.0,130.0,2018-08-04,False,KO/TKO,Flyweight,1237.651804551651,1236.1578813694941,0.5348837209302325,0.43478260869565216,Red,2.0,Orthodox,167.64,165.1,26.0,1.0,113.84419177103415,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,0.5,0.0,,29.297328971098924,31.312704716848877,20.623669102848332,21.84105180772476,29.297328971098924,29.27800658801086,2.0,Orthodox,162.56,165.1,26.0,1.0,45.254833995939045,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,29.603903355466375,22.37810697615109,30.919307055446726,20.156738292187473,25.0,21.933450393438395
Matt Sayles,Sheymon Moraes,-132.0,123.0,2018-08-04,False,Decision - Unanimous,Featherweight,,1167.5185111761486,0.5689655172413793,0.4484304932735426,Blue,1.0,Orthodox,170.18,172.72,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,172.72,182.88,27.0,0.0,178.19090885900997,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.541609396257527,20.185249431998518,21.541609396257527,21.541609396257527,21.541609396257527,21.541609396257527
Ricardo Ramos,Kyung Ho Kang,-250.0,250.0,2018-08-04,False,Decision - Split,Bantamweight,1239.994648836031,1251.9999689889005,0.7142857142857143,0.2857142857142857,Red,2.0,Orthodox,175.26,182.88,23.0,1.0,193.04015126392747,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.5,0.0,0.0,,31.41487012419736,31.675393677464584,28.758266600674716,25.0,25.0,30.60302916363282,6.0,Orthodox,175.26,185.42,30.0,0.7,440.8557209186092,3.0,0.0,12.612,0.0,0.8333333333333333,0.7638888888888888,2.608489351600319,0.38232686660197795,1.935082695799866,0.5754640109237401,0.0,1.949169615717831,2.705710635673485,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,28.41237303579182,31.28702187994471,24.189298741463638,24.28865424385415,36.88775807904819,36.55478033864755
Ricky Simon,Montel Jackson,110.0,-110.0,2018-08-04,False,Decision - Unanimous,Bantamweight,1234.9267161080345,,0.47619047619047616,0.5238095238095238,Red,2.0,Orthodox,167.64,175.26,25.0,1.0,74.24621202458749,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,28.479549845568158,28.457401646889792,28.689210101365543,25.0,29.39583201999916,32.58810049568999,1.0,Southpaw,177.8,190.5,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Pedro Munhoz,Brett Johns,-195.0,200.0,2018-08-04,False,Decision - Unanimous,Bantamweight,1328.3405872896433,1269.4092976389586,0.6610169491525424,0.3333333333333333,Red,10.0,Orthodox,167.64,165.1,31.0,0.6111111111111112,103.98632388711293,0.0,1.0,8.39111111111111,0.0,0.611111111111111,0.35,9.145142953967586,0.4901687428731952,5.475594385353454,0.5919198959517163,0.0,6.63979023556973,2.5952541610436346,0.0,0.0,0.1,0.1,0.3,0.0,0.07801908236690845,29.94558655938556,27.643564883370868,23.9499953149006,22.533161562923834,36.69669117468849,32.143881019404326,5.0,Orthodox,170.18,180.34,26.0,0.75,85.79801862514076,0.0,1.0,11.325,0.0,0.9166666666666666,0.5111111111111111,4.35,0.39136085902237594,2.8333333333333335,0.4392332308352403,0.0,12.75,3.75,0.0,0.0,0.4,0.0,0.2,0.0,0.0,32.111515577938306,26.981004400799996,28.44810623607361,28.733920459725017,32.424945876321814,31.820920717926487
Thiago Santos,Kevin Holland,-327.0,289.0,2018-08-04,False,Decision - Unanimous,Middleweight,1317.4951510680944,,0.765807962529274,0.2570694087403599,Red,15.0,Orthodox,187.96,193.04,34.0,0.6428571428571429,59.22378865673102,0.0,1.0,5.022142857142856,0.0,0.671474358974359,0.2,9.159424782908085,0.44882672884194846,2.0313667998428726,0.6642497844483323,0.5181643282063385,0.0,0.22003170200118882,0.0,0.0,0.06666666666666667,0.5333333333333333,0.0,0.0,0.4057783019297797,32.58083313580779,21.187815832988626,36.63795359995617,33.12067759315857,18.49341041890095,24.482676196723677,1.0,Orthodox,190.5,205.74,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Polyana Viana,JJ Aldrich,-141.0,150.0,2018-08-04,False,Decision - Unanimous,Women's Strawweight,1236.25,1208.2236223241455,0.5850622406639004,0.4,Blue,2.0,Orthodox,165.1,170.18,26.0,1.0,128.69343417595164,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,3.0,Southpaw,165.1,170.18,25.0,0.5,200.50187031546614,1.0,0.0,15.0,0.0,0.6666666666666666,0.6,2.8333333333333335,0.37135802469135804,3.1333333333333333,0.6344876660341556,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,25.77532280944425,20.57999619802562,24.82186605037325,20.361273320160404,22.224653345690996,23.912933983633057
Cub Swanson,Renato Moicano,265.0,-260.0,2018-08-04,False,Submission,Featherweight,1325.8318254640355,1245.956413280088,0.273972602739726,0.7222222222222222,Blue,15.0,Orthodox,172.72,177.8,34.0,0.6428571428571429,99.75842248724092,0.0,2.0,13.894285714285715,0.0,0.7491781722550953,0.7083333333333334,7.820190775687566,0.4880740083523757,3.434595630659311,0.6457839055573966,0.06282947799299098,0.22106943335993615,0.8339704940612249,0.0,0.0,0.4,0.26666666666666666,0.0,0.0,0.07809630225773392,34.96511892731369,27.68069000600454,35.41270122383715,31.837352914866475,25.027321295158846,29.80300459269309,5.0,Orthodox,180.34,182.88,29.0,0.75,132.02007423115623,1.0,0.0,14.3975,0.0,0.90625,0.7999999999999999,8.91441620333598,0.48504500645902143,3.3907069102462275,0.7205570848233892,0.0,0.0,1.0957108816521048,0.0,0.4,0.2,0.0,0.2,0.0,0.0,36.006193067426715,32.7841665550991,37.28914873737647,25.0,26.116184721620314,31.94596941209163
TJ Dillashaw,Cody Garbrandt,115.0,-122.0,2018-08-04,True,KO/TKO,Bantamweight,1505.8699284623294,1379.058688994151,0.46511627906976744,0.5495495495495496,Red,15.0,Orthodox,167.64,170.18,32.0,0.7857142857142857,96.14705998030904,3.0,0.0,12.89785714285714,5.0,0.9214876033057852,0.4157312925170068,10.519255772903538,0.39998959117735305,2.930449781778598,0.6410551132221841,0.05941990934661912,1.1989626525158612,2.6489151610670167,0.0,0.0,0.26666666666666666,0.4,0.06666666666666667,0.0,0.06059282762398203,39.18259045530582,36.14030380949061,38.256513350565925,35.85093041583145,39.84923301613199,35.81773590778719,8.0,Orthodox,172.72,165.1,27.0,0.8571428571428571,104.25783629335221,0.0,1.0,9.87142857142857,1.0,1.0,0.3611111111111111,14.020592571635733,0.3727589500755631,3.7764839080013073,0.6658309339733528,0.4481964525387551,0.0,0.6620689655172413,0.0,0.0,0.25,0.5,0.0,0.0,0.1565840080620993,39.3328847218079,38.79048222222391,36.17876863809556,25.0,30.997127189715027,30.728288942167893
Demetrious Johnson,Henry Cejudo,-456.0,395.0,2018-08-04,True,Decision - Split,Flyweight,1545.421709674529,1366.000672692449,0.8201438848920863,0.20202020202020202,Blue,18.0,Orthodox,160.02,167.64,31.0,0.9117647058823529,65.74592111903863,14.0,0.0,18.089411764705883,12.0,0.7180206671982987,0.5046880203130203,6.335272254448087,0.5534514800727365,1.7769394747800857,0.6549597380313594,0.05582601900815933,0.6339375303810357,3.146994734686262,0.0,0.05555555555555555,0.3888888888888889,0.1111111111111111,0.2777777777777778,0.0,0.025969083805771107,40.84318417043774,33.83529106426295,39.2711236216483,37.32783168443543,32.867797591615606,31.20505472057775,9.0,Orthodox,162.56,162.56,31.0,0.75,90.35454855426174,2.0,0.0,12.217500000000001,1.0,1.0,0.5416666666666666,6.115490533562822,0.44753282733936295,2.956597819850832,0.690661527063626,0.04047619047619047,0.125,3.092297762478485,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.0,0.010723039215686275,36.642933385045616,30.101199979168467,36.246739853064234,36.27895901793715,32.9330052130486,30.753504056800562
James Krause,Warlley Alves,300.0,-320.0,2018-08-25,False,KO/TKO,Welterweight,1327.6254351982586,1300.348333077765,0.25,0.7619047619047619,Red,10.0,Orthodox,187.96,185.42,32.0,0.6666666666666666,126.67197357303979,4.0,0.0,11.026666666666667,0.0,0.28703703703703703,0.31926406926406925,7.488238451879762,0.47537074738903384,4.446327669073616,0.6259871161707639,0.0,1.8719612363589309,1.983072347470042,0.0,0.0,0.3,0.1,0.2,0.0,0.020890846529352046,32.64114084541582,22.68100044212222,27.63144377167277,21.75431469774504,30.417274486832543,30.15996078303673,9.0,Orthodox,180.34,182.88,27.0,0.75,95.53853207534179,2.0,0.0,11.3275,1.0,0.7777777777777778,0.43650793650793646,4.716604429961502,0.4726615301266309,3.220900494366399,0.46478488853488853,0.012195121951219513,2.251839850019952,1.1524892238494284,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.006578947368421052,35.24270749755154,26.77964408474286,27.399672080513827,29.464563372705413,35.29738724461823,31.730970914936037
Drew Dober,Jon Tuck,-200.0,210.0,2018-08-25,False,Decision - Unanimous,Lightweight,1218.7496840814579,1238.4398162233617,0.6666666666666666,0.3225806451612903,Red,10.0,Southpaw,172.72,177.8,29.0,0.5,113.97801932341555,1.0,0.0,8.725555555555555,0.0,0.6277777777777778,0.07142857142857142,7.654307266514753,0.3403550014956144,4.2484145838678025,0.4828065606043002,0.09130617430166467,1.0964912280701755,0.5555555555555556,0.0,0.0,0.2,0.2,0.1,0.0,0.016347381864623242,25.608110807564,25.26146117963249,25.709631265166383,25.720451755363985,22.26967682270223,22.883694748382567,9.0,Orthodox,180.34,185.42,33.0,0.5,132.55135273210573,1.0,0.0,11.51875,0.0,0.5079365079365079,0.32,5.419707466458827,0.4306478044725538,3.270860477130131,0.6432763089475498,0.04344569288389513,2.7007925361155696,0.45108259823576585,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0500233257308729,26.201751389536796,18.38977775579576,23.29464627351174,28.414686984326853,30.16401191694842,26.96431295182346
Joanne Calderwood,Kalindra Faria,-166.0,170.0,2018-08-25,False,Submission,Women's Flyweight,1176.3042617051817,1148.9528177767945,0.6240601503759399,0.37037037037037035,Red,6.0,Orthodox,167.64,165.1,32.0,0.4,164.97959469784942,0.0,2.0,9.624,0.0,0.7866666666666667,0.75,10.34812292964784,0.5024059274059274,5.525569488726781,0.44904440447918714,0.045487674169346196,0.0,1.3234726688102894,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.024259701651006,25.720455377884633,26.65967099399121,28.190518216367224,25.89332489500483,24.965407822923822,24.8528950268313,3.0,Switch,170.18,,32.0,0.0,111.73331344470786,0.0,2.0,8.77,0.0,0.125,0.75,2.3333333333333335,0.2714285714285714,1.4238845144356955,0.4448979591836735,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.341949641688462,17.275470587155937,30.80973274990695,27.401655943165142,15.30608520763153,17.112815485859546
Mickey Gall,George Sullivan,-325.0,295.0,2018-08-25,False,Submission,Welterweight,1232.4077200039312,1192.951561006039,0.7647058823529411,0.25316455696202533,Red,4.0,Switch,187.96,187.96,26.0,0.6666666666666666,155.62213852790995,0.0,1.0,7.283333333333334,0.0,0.6666666666666666,0.6666666666666666,3.5872685185185187,0.4791666666666667,3.8104166666666663,0.4496894409937888,0.7928240740740741,14.121527777777779,1.5625,0.0,0.0,0.0,0.0,0.75,0.0,0.20370370370370372,28.135299473608566,24.117980314364058,17.22924013460482,18.856085904068664,33.38746680302158,34.04231725508219,7.0,Orthodox,182.88,185.42,37.0,0.5,231.91808898833224,0.0,2.0,10.586666666666668,0.0,0.3023809523809524,0.3619047619047619,7.45338271380746,0.46801721006594144,2.6207687381232545,0.5259667158302245,0.0,0.5,1.2801080132075555,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.027201193867860532,27.245552366352552,17.775127606573687,26.150428408523883,31.13397081255319,26.6079156899148,20.163411108249264
Andrew Sanchez,Markus Perez,-125.0,123.0,2018-08-25,False,Decision - Unanimous,Middleweight,1159.232824087441,1203.7239714981854,0.5555555555555556,0.4484304932735426,Red,4.0,Orthodox,185.42,187.96,30.0,0.3333333333333333,119.68569950778024,0.0,2.0,13.033333333333333,1.0,1.0,0.6095238095238095,11.852183234341153,0.4977014975809575,7.573094136406627,0.4939567561824316,0.0630119722747322,0.0,2.8970593170098766,0.0,0.0,0.5,0.0,0.0,0.0,0.006944444444444444,22.928819496875917,34.09568342142431,23.441123121461526,30.715017292652558,29.72571714063002,34.10219297648856,3.0,Orthodox,185.42,185.42,30.0,0.5,78.67867140040771,1.0,0.0,9.64,0.0,0.75,0.7,1.4672897196261683,0.75,2.9838006230529595,0.4698581560283688,0.0,4.0046728971962615,2.7523364485981308,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,25.57747888992003,25.388582130551956,21.884186756130273,22.37476167883133,25.64559265675717,25.252333670386008
Cory Sandhagen,Iuri Alcantara,-196.0,190.0,2018-08-25,False,KO/TKO,Bantamweight,1236.25,1252.5582654387072,0.6621621621621622,0.3448275862068966,Red,2.0,Switch,180.34,177.8,26.0,1.0,148.49242404917499,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,29.39583201999916,25.0,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,11.0,Southpaw,175.26,180.34,38.0,0.6,72.03370423249484,1.0,0.0,8.751000000000001,0.0,0.70625,0.5833333333333334,11.653143255348924,0.48086092385318535,4.2770478701217405,0.5119157667732029,0.5572327044025157,2.0712942978486386,1.5980153585319639,0.0,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,0.1223216510940889,30.688636919568104,22.301339989597928,31.223096009922244,25.58220109681946,34.54802788229057,28.745251060072032
Justin Gaethje,James Vick,125.0,-120.0,2018-08-25,False,KO/TKO,Lightweight,1195.9461229507576,1372.8731470528164,0.4444444444444444,0.5454545454545454,Red,4.0,Orthodox,180.34,177.8,29.0,0.3333333333333333,69.36137253543934,0.0,2.0,12.799999999999999,0.0,0.7222222222222222,0.5,9.149761344654186,0.5516406373678061,10.78496494683248,0.537960081948846,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.005630791161796152,30.304252880823782,27.39382722330766,27.367046769838698,25.0,25.0,29.73359117760243,8.0,Orthodox,190.5,193.04,31.0,0.8571428571428571,162.34773085659594,2.0,0.0,9.251428571428571,0.0,0.6285714285714287,0.6,4.698217500979987,0.33147933906147126,2.7127588923386243,0.70593640965158,0.009523809523809523,4.7804467218578806,0.347133324254392,0.0,0.0,0.5,0.25,0.375,0.0,0.0063025210084033615,37.20271944270406,25.51543664654276,34.864551732068634,22.17224320373411,28.438728779475582,28.9124708930785
Eryk Anders,Tim Williams,-725.0,839.0,2018-08-25,False,KO/TKO,Middleweight,1259.8770354498774,1167.4235103388216,0.8787878787878788,0.10649627263045794,Red,4.0,Southpaw,185.42,190.5,31.0,0.6666666666666666,89.71203932583408,0.0,1.0,14.18,0.0,0.8,0.42424242424242425,6.578372703412074,0.5896571839345134,3.3306036745406824,0.4459109730848861,0.13123359580052493,0.0,3.2351706036745402,0.0,0.0,0.25,0.25,0.0,0.0,0.029128829572555495,30.856787861572812,32.16331712891043,29.843452875734403,30.58274342261407,34.25092815025214,28.106935593290565,2.0,Orthodox,187.96,193.04,32.0,0.0,132.93607486307093,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.625842393082277,25.0,21.54768589467668,21.541609396257527,25.0,26.926126742234647
John Moraga,Deiveson Figueiredo,153.0,-135.0,2018-08-25,False,KO/TKO,Flyweight,1327.5928110056986,1251.6124916359167,0.3952569169960474,0.574468085106383,Blue,14.0,Orthodox,167.64,167.64,34.0,0.6153846153846154,89.94870333011605,3.0,0.0,12.223846153846154,1.0,0.43636363636363634,0.33181818181818185,5.795607599462128,0.43581621448312863,2.7173375037507177,0.5504981638208717,0.07797346324614483,1.2802832604279313,0.5697947094287618,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.07022632941026487,30.731084985687897,22.346006617735384,26.8443059264015,25.137810443478394,25.302159167455,24.76110695921187,3.0,Orthodox,165.1,172.72,30.0,1.0,101.52011294976643,2.0,0.0,12.17,0.0,0.6818181818181819,0.625,4.919057815845825,0.44791666666666663,1.4817987152034262,0.5709134615384616,0.05353319057815846,3.302997858672377,2.105995717344754,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.05857385398981324,33.85602433002957,25.331348956053887,25.89949931444698,25.123086127427623,33.85602433002957,27.131706767056
Jake Ellenberger,Bryan Barberena,375.0,-385.0,2018-08-25,False,KO/TKO,Welterweight,1177.634631448131,1256.5556699747524,0.21052631578947367,0.7938144329896907,Blue,20.0,Orthodox,175.26,180.34,33.0,0.5263157894736842,100.04203064081037,0.0,3.0,7.837368421052634,0.0,0.8928571428571429,0.5177655677655678,6.375240836805671,0.4281025748153084,3.3311273225306595,0.5963127814619337,0.25179647656233195,0.2437070938215103,1.906717767445951,0.0,0.05,0.1,0.25,0.05,0.05,0.28605314512841257,30.921836954501718,31.64082206175032,29.509087371755673,28.211222376125935,23.786559401060714,29.39668015401098,8.0,Southpaw,182.88,182.88,29.0,0.5714285714285714,111.52634217977383,0.0,1.0,12.085714285714287,0.0,0.6656862745098039,0.5833333333333333,6.602925463582318,0.5057465544931394,3.419549790429822,0.5418474261033717,0.06360366722904487,0.40872031194611835,0.40872031194611835,0.0,0.0,0.125,0.25,0.125,0.0,0.03390097415043668,32.92477193097703,26.213116911293685,34.508531706762064,29.73581964754807,23.929749897511563,26.433840330589575
Cortney Casey,Angela Hill,118.0,-127.0,2018-08-25,False,Decision - Split,Women's Strawweight,1208.0994548510764,1161.3958585060598,0.45871559633027525,0.5594713656387665,Red,8.0,Orthodox,170.18,170.18,31.0,0.42857142857142855,111.17136064909626,0.0,2.0,11.671428571428573,0.0,0.19999999999999998,0.5,5.329016636725767,0.4744139238613368,3.462900436281675,0.5323113445291698,0.0,0.922317314022383,1.8159806295399519,0.0,0.0,0.125,0.125,0.125,0.0,0.020221302814922786,23.091125654394343,18.533204515043668,23.850808123401237,25.361742478046274,26.236967290250238,23.79058755647586,7.0,Orthodox,160.02,162.56,33.0,0.3333333333333333,153.35579545618745,1.0,0.0,12.911666666666667,0.0,0.6111111111111112,0.9,7.031938821412506,0.47483710438616883,5.499415204678363,0.6390036921119215,0.011111111111111112,0.0,0.3333333333333333,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0018726591760299626,21.89214303416649,21.83286064969526,25.5309228815782,25.0,24.262599107764014,22.850334776341782
Michael Johnson,Andre Fili,103.0,100.0,2018-08-25,False,Decision - Split,Featherweight,1255.524478645507,1251.996098457564,0.49261083743842365,0.5,Red,19.0,Southpaw,177.8,185.42,32.0,0.5,83.42819162546157,0.0,3.0,10.91611111111111,1.0,0.8525641025641025,0.6203703703703703,8.263679625195628,0.3574881092381032,3.9312094133075797,0.5875665029584165,0.09139763079777989,0.06769564040075819,0.6097746466324278,0.0,0.0,0.2631578947368421,0.21052631578947367,0.0,0.0,0.10266923921424886,32.275240099753695,32.24122359653742,30.935089447842195,18.579097267950555,15.029526136830285,30.167624770480195,11.0,Orthodox,180.34,187.96,28.0,0.6,81.45305396361759,2.0,0.0,10.734,0.0,0.6043414918414918,0.5601851851851851,4.846720543504489,0.36075234369921094,3.4131899322313686,0.5737643174980395,0.04528221512247071,0.1,2.7963428715244367,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.0,0.15269643598410718,30.630121655778385,27.556625465852722,28.98628110683477,23.431953571401895,20.827258396333537,25.972483765552383
Rani Yahya,Luke Sanders,100.0,100.0,2018-08-25,False,Submission,Bantamweight,1352.0187078771103,1201.7335551800072,0.5,0.5,Red,15.0,Orthodox,167.64,170.18,33.0,0.75,98.95467938116201,2.0,0.0,11.364285714285714,0.0,0.13541666666666666,0.38566790352504643,4.607890504150483,0.4716969999829535,1.870609228811056,0.48143295020512505,0.0,2.7457706371494988,3.4444963625695153,0.0,0.06666666666666667,0.26666666666666666,0.0,0.3333333333333333,0.0,0.0,30.695944075070038,30.07764088103268,29.059602438809705,28.231178955630334,34.21817026961445,32.71272140498792,5.0,Southpaw,167.64,170.18,32.0,0.5,158.76775491263962,1.0,0.0,8.1425,0.0,0.43333333333333335,0.5,9.910965564339573,0.5019678393745557,3.7324382001509395,0.5788201575619663,0.09063116370808678,1.1094674556213018,0.4612546125461255,0.0,0.0,0.2,0.0,0.2,0.0,0.013852672750977835,24.76323331256682,24.707210340334704,28.954748150752003,26.57676178300874,27.752298934860423,30.137901009998654
Jimmie Rivera,John Dodson,-142.0,133.0,2018-09-08,False,Decision - Unanimous,Bantamweight,1315.2075468104788,1309.162739558433,0.5867768595041323,0.4291845493562232,Red,7.0,Orthodox,162.56,172.72,29.0,0.8333333333333334,121.87835465468565,0.0,1.0,10.27,0.0,1.0,0.4583333333333333,7.397580455719989,0.3639581989209608,6.931477566361288,0.5529659951669607,0.15142118863049095,0.0,0.8333333333333334,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.026780202821869492,37.341354935236836,34.470049223395236,33.31194348170195,25.0,25.0,29.711494507210453,12.0,Orthodox,160.02,167.64,33.0,0.6363636363636364,107.7205630182543,1.0,0.0,15.060909090909092,3.0,0.7621082621082621,0.425,7.407900666359834,0.41211330096811916,3.052122012553445,0.6804982094690291,0.12184352883890635,0.0,0.7909090909090909,0.0,0.08333333333333333,0.25,0.3333333333333333,0.0,0.08333333333333333,0.08539457152121882,32.44394873795898,27.398460244844976,29.14033955759742,25.0,30.075710202824478,28.440636902649334
Roberto Sanchez,Jarred Brooks,250.0,-190.0,2018-09-08,False,Decision - Split,Flyweight,1197.8524637056844,1162.9592121692276,0.2857142857142857,0.6551724137931034,Blue,3.0,Orthodox,167.64,167.64,32.0,0.5,115.20850663036997,1.0,0.0,2.5300000000000002,0.0,1.0,1.0,1.2808988764044944,0.5,2.0187265917602994,0.6272727272727273,0.0,5.0,17.10674157303371,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,24.885028568089183,31.412945635905622,20.604167980000835,20.604167980000835,25.662199948553493,24.83931003737644,4.0,Switch,160.02,157.48,25.0,0.3333333333333333,88.5607136375944,0.0,2.0,12.516666666666666,0.0,0.6388888888888888,0.5537878787878787,4.313024282560707,0.45456614641397247,2.082413539367182,0.6310020393029291,0.0,0.3333333333333333,5.324503311258279,0.0,0.25,0.0,0.0,0.0,0.0,0.0,21.575259052397566,34.58513479127006,24.992172217416087,27.783393033775674,24.20954880430516,33.06155412180456
