Events,Date,Venue,City,Attendance,Total Gate,Buyrate,fight_odds_url,scraped,Promotion
UFC on FX: Maynard vs. Guida,2012-06-22 00:00:00,Revel Casino,"Atlantic City, New Jersey","4,652",,,https://www.bestfightodds.com/events/ufc-on-fx-4-guida-vs-maynard-521,1,Ultimate Fighting Championship
2012 in UFC,2012-01-28 00:00:00,United Center,14 (1 cancelled),"16,963[32]","$1,270,960[32]","235,000[76]",,1,Ultimate Fighting Championship
UFC 146,2012-05-26 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,674","$3,428,775","560,000[3]",https://www.bestfightodds.com/search?query=UFC%20146,1,Ultimate Fighting Championship
2012 in UFC,2012-01-28 00:00:00,United Center,14 (1 cancelled),"16,963[32]","$1,270,960[32]","235,000[76]",,1,Ultimate Fighting Championship
UFC on Fox: Diaz vs. Miller,2012-05-05 00:00:00,IZOD Center,"East Rutherford, New Jersey","10,788","$1,100,000",,https://www.bestfightodds.com/events/ufc-on-fox-3-diaz-vs-miller-496,1,Ultimate Fighting Championship
UFC 145,2012-04-21 00:00:00,Philips Arena,"Atlanta, Georgia","15,545","$2,200,000","700,000",https://www.bestfightodds.com/search?query=UFC%20145,1,Ultimate Fighting Championship
UFC on Fuel TV: Gustafsson vs. Silva,2012-04-14 00:00:00,Ericsson Globe Arena,"Stockholm, Sweden","15,428","$2,230,000",,https://www.bestfightodds.com/events/ufc-on-fuel-tv-2-gustafsson-vs-silva-493,1,Ultimate Fighting Championship
UFC on FX: Alves vs. Kampmann,2012-03-03 00:00:00,Allphones Arena,"Sydney, Australia","14,537","$2,200,000",,https://www.bestfightodds.com/events/ufc-on-fx-2-alves-vs-kampmann-487,1,Ultimate Fighting Championship
UFC 144,2012-02-26 00:00:00,Saitama Super Arena,"Saitama, Japan","21,000 (paid: 18,000)",,"375,000",https://www.bestfightodds.com/search?query=UFC%20144,1,Ultimate Fighting Championship
2012 in UFC,2012-01-28 00:00:00,United Center,14 (1 cancelled),"16,963[32]","$1,270,960[32]","235,000[76]",,1,Ultimate Fighting Championship
UFC 143,2012-02-04 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","9,015","$2,400,000","400,000",https://www.bestfightodds.com/search?query=UFC%20143,1,Ultimate Fighting Championship
2012 in UFC,2012-01-28 00:00:00,United Center,14 (1 cancelled),"16,963[32]","$1,270,960[32]","235,000[76]",,1,Ultimate Fighting Championship
UFC on FX: Guillard vs. Miller,2012-01-20 00:00:00,Bridgestone Arena,"Nashville, Tennessee","7,728","$334,860",,https://www.bestfightodds.com/events/ufc-on-fx-1-guillard-vs-miller-479,1,Ultimate Fighting Championship
UFC 142,2012-01-14 00:00:00,HSBC Arena,"Rio de Janeiro, Brazil","10,605",,"235,000",https://www.bestfightodds.com/search?query=UFC%20142,1,Ultimate Fighting Championship
UFC 141,2011-12-30 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","13,793","$3,100,000","750,000[3]",https://www.bestfightodds.com/search?query=UFC%20141,1,Ultimate Fighting Championship
UFC 140,2011-12-10 00:00:00,Air Canada Centre,"Toronto, Ontario, Canada","18,303","$3,900,000","480,000",https://www.bestfightodds.com/search?query=UFC%20140,1,Ultimate Fighting Championship
UFC 139,2011-11-19 00:00:00,HP Pavilion,"San Jose, California","13,832","$1,268,000","290,000",https://www.bestfightodds.com/search?query=UFC%20139,1,Ultimate Fighting Championship
UFC on Fox: Velasquez vs. dos Santos,2011-11-12 00:00:00,Honda Center,"Anaheim, California","11,607","$1,072,187",,https://www.bestfightodds.com/events/ufc-on-fox-1-velasquez-vs-dos-santos-442,1,Ultimate Fighting Championship
UFC 138,2011-11-05 00:00:00,LG Arena,"Birmingham, United Kingdom","10,823","$1,500,000",,https://www.bestfightodds.com/search?query=UFC%20138,1,Ultimate Fighting Championship
UFC 137,2011-10-29 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,313","$3,900,650","280,000",https://www.bestfightodds.com/search?query=UFC%20137,1,Ultimate Fighting Championship
UFC 136,2011-10-08 00:00:00,Toyota Center,"Houston, Texas","16,164","$2,230,000","225,000",https://www.bestfightodds.com/search?query=UFC%20136,1,Ultimate Fighting Championship
UFC Live: Cruz vs. Johnson,2011-10-01 00:00:00,Verizon Center,"Washington, D.C.","9,380","$706,775",,https://www.bestfightodds.com/events/ufc-on-versus-6-cruz-vs-johnson-429,1,Ultimate Fighting Championship
UFC 135,2011-09-24 00:00:00,Pepsi Center,"Denver, Colorado","16,344","$2,089,575","520,000",https://www.bestfightodds.com/search?query=UFC%20135,1,Ultimate Fighting Championship
UFC Fight Night: Shields vs. Ellenberger,2011-09-17 00:00:00,Morial Convention Center,"New Orleans, Louisiana","7,112","$685,000",,https://www.bestfightodds.com/events/ufc-fight-night-25-battle-on-the-bayou-406,1,Ultimate Fighting Championship
UFC 134,2011-08-27 00:00:00,HSBC Arena,"Rio de Janeiro, Brazil","14,000",,"335,000",https://www.bestfightodds.com/search?query=UFC%20134,1,Ultimate Fighting Championship
UFC Live: Hardy vs. Lytle,2011-08-14 00:00:00,Bradley Center,"Milwaukee, Wisconsin","6,751","$539,000",,https://www.bestfightodds.com/events/ufc-on-versus-5-hardy-vs-lytle-399,1,Ultimate Fighting Championship
UFC 133,2011-08-06 00:00:00,Wells Fargo Center,"Philadelphia, Pennsylvania","11,583","$1,500,000","310,000",https://www.bestfightodds.com/search?query=UFC%20133,1,Ultimate Fighting Championship
UFC 132,2011-07-02 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","13,109","$2,304,500","350,000",https://www.bestfightodds.com/search?query=UFC%20132,1,Ultimate Fighting Championship
UFC Live: Kongo vs. Barry,2011-06-26 00:00:00,Consol Energy Center,"Pittsburgh, Pennsylvania","7,792","$562,000",,https://www.bestfightodds.com/events/ufc-on-versus-4-379,1,Ultimate Fighting Championship
UFC 131,2011-06-11 00:00:00,Rogers Arena,"Vancouver, British Columbia, Canada","14,685 ","$2,800,000","330,000",https://www.bestfightodds.com/search?query=UFC%20131,1,Ultimate Fighting Championship
UFC 130,2011-05-28 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","12,753","$2,580,000","325,000",https://www.bestfightodds.com/search?query=UFC%20130,1,Ultimate Fighting Championship
UFC 129,2011-04-30 00:00:00,Rogers Centre,"Toronto, Ontario, Canada","55,724","$12,075,000","800,000",https://www.bestfightodds.com/search?query=UFC%20129,1,Ultimate Fighting Championship
UFC Fight Night: Nogueira vs. Davis,2011-03-26 00:00:00,KeyArena,"Seattle, Washington","13,741","$1,182,850",,https://www.bestfightodds.com/events/ufc-fight-night-24-nogueira-vs-davis-354,1,Ultimate Fighting Championship
UFC 128,2011-03-19 00:00:00,Prudential Center,"Newark, New Jersey","12,619","$2,140,000","490,000",https://www.bestfightodds.com/search?query=UFC%20128,1,Ultimate Fighting Championship
UFC Live: Sanchez vs. Kampmann,2011-03-03 00:00:00,KFC Yum! Center,"Louisville, Kentucky","8,319","$471,450",,https://www.bestfightodds.com/events/ufc-on-versus-3-sanchez-vs-kampmann-351,1,Ultimate Fighting Championship
UFC 127,2011-02-27 00:00:00,Acer Arena,"Sydney, Australia","18,186","$3,500,000","260,000",https://www.bestfightodds.com/search?query=UFC%20127,1,Ultimate Fighting Championship
UFC 126,2011-02-05 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,893 ","$3,600,000","725,000",https://www.bestfightodds.com/search?query=UFC%20126,1,Ultimate Fighting Championship
UFC 125,2011-01-01 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","12,874","$2,174,780","270,000",https://www.bestfightodds.com/search?query=UFC%20125,1,Ultimate Fighting Championship
UFC 124,2010-12-11 00:00:00,Bell Centre,"Montreal, Quebec, Canada","23,152","$4,600,000","800,000",https://www.bestfightodds.com/search?query=UFC%20124,1,Ultimate Fighting Championship
UFC 123,2010-11-20 00:00:00,The Palace of Auburn Hills,"Auburn Hills, Michigan","16,404","$2,100,000","500,000",https://www.bestfightodds.com/search?query=UFC%20123,1,Ultimate Fighting Championship
UFC 122,2010-11-13 00:00:00,König Pilsener Arena,"Oberhausen, Germany","8,421","$600,000",,https://www.bestfightodds.com/search?query=UFC%20122,1,Ultimate Fighting Championship
UFC 121,2010-10-23 00:00:00,Honda Center,"Anaheim, California","14,856","$2,237,000","1,050,000",https://www.bestfightodds.com/search?query=UFC%20121,1,Ultimate Fighting Championship
UFC 120,2010-10-16 00:00:00,O2 Arena,"London, United Kingdom","17,133","$2,560,000",,https://www.bestfightodds.com/search?query=UFC%20120,1,Ultimate Fighting Championship
UFC 119,2010-09-25 00:00:00,Conseco Fieldhouse,"Indianapolis, Indiana","15,811","$1,600,000","295,000[3]",https://www.bestfightodds.com/search?query=UFC%20119,1,Ultimate Fighting Championship
UFC Fight Night: Marquardt vs. Palhares,2010-09-15 00:00:00,Frank Erwin Center,"Austin, Texas","7,724","$595,900",,https://www.bestfightodds.com/events/ufc-fight-night-22-marquardt-vs-palhares-295,1,Ultimate Fighting Championship
UFC 118,2010-08-28 00:00:00,TD Garden,"Boston, Massachusetts","14,168","$2,800,000","570,000",https://www.bestfightodds.com/search?query=UFC%20118,1,Ultimate Fighting Championship
UFC 117,2010-08-07 00:00:00,Oracle Arena,"Oakland, California","12,971","$1,560,000","600,000",https://www.bestfightodds.com/search?query=UFC%20117,1,Ultimate Fighting Championship
UFC Live: Jones vs. Matyushenko,2010-08-01 00:00:00,Valley View Casino Center,"San Diego, California","8,132","$489,685",,https://www.bestfightodds.com/events/ufc-on-versus-2-281,1,Ultimate Fighting Championship
UFC 116,2010-07-03 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","12,740","$4,053,990","1,160,000",https://www.bestfightodds.com/search?query=UFC%20116,1,Ultimate Fighting Championship
UFC 115,2010-06-12 00:00:00,General Motors Place,"Vancouver, British Columbia, Canada","17,669","$4,221,787","520,000",https://www.bestfightodds.com/search?query=UFC%20115,1,Ultimate Fighting Championship
UFC 114,2010-05-29 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,996","$3,895,000","1,050,000",https://www.bestfightodds.com/search?query=UFC%20114,1,Ultimate Fighting Championship
UFC 113,2010-05-08 00:00:00,Bell Centre,"Montreal, Quebec, Canada","17,647","$3,270,000","520,000",https://www.bestfightodds.com/search?query=UFC%20113,1,Ultimate Fighting Championship
UFC 112,2010-04-10 00:00:00,"Concert Arena, Yas Island","Abu Dhabi, United Arab Emirates","11,008","$3,500,000","500,000",https://www.bestfightodds.com/search?query=UFC%20112,1,Ultimate Fighting Championship
UFC Fight Night: Florian vs. Gomi,2010-03-31 00:00:00,Bojangles' Coliseum,"Charlotte, North Carolina","7,700","$590,685",,https://www.bestfightodds.com/events/ufc-fight-night-21-florian-vs-gomi-246,1,Ultimate Fighting Championship
UFC 111,2010-03-27 00:00:00,Prudential Center,"Newark, New Jersey","17,000","$4,000,000","770,000",https://www.bestfightodds.com/search?query=UFC%20111,1,Ultimate Fighting Championship
UFC Live: Vera vs. Jones,2010-03-21 00:00:00,1stBank Center,"Broomfield, Colorado[1]","6,443","$568,125",,https://www.bestfightodds.com/events/ufc-on-versus-1-vera-vs-jones-242,1,Ultimate Fighting Championship
UFC 110,2010-02-21 00:00:00,Acer Arena,"Sydney, Australia","17,431","$2,500,000","240,000",https://www.bestfightodds.com/search?query=UFC%20110,1,Ultimate Fighting Championship
UFC 109,2010-02-06 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,753","$2,273,000","275,000",https://www.bestfightodds.com/search?query=UFC%20109,1,Ultimate Fighting Championship
UFC Fight Night: Maynard vs. Diaz,2010-01-11 00:00:00,Patriot Center,"Fairfax, Virginia","8,078","$753,962",,https://www.bestfightodds.com/events/ufc-fight-night-20-maynard-vs-diaz-224,1,Ultimate Fighting Championship
UFC 108,2010-01-02 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","13,529","$1,969,670","300,000",https://www.bestfightodds.com/search?query=UFC%20108,1,Ultimate Fighting Championship
UFC 107,2009-12-12 00:00:00,FedExForum,"Memphis, Tennessee","13,896","$1,500,000","620,000",https://www.bestfightodds.com/search?query=UFC%20107,1,Ultimate Fighting Championship
UFC 106,2009-11-21 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,529","$3,003,250","375,000",https://www.bestfightodds.com/search?query=UFC%20106,1,Ultimate Fighting Championship
UFC 105,2009-11-14 00:00:00,Evening News Arena,"Manchester, United Kingdom","16,693","$2,000,000",,https://www.bestfightodds.com/search?query=UFC%20105,1,Ultimate Fighting Championship
UFC 104,2009-10-24 00:00:00,Staples Center,"Los Angeles, California","14,892","$1,913,093","500,000",https://www.bestfightodds.com/search?query=UFC%20104,1,Ultimate Fighting Championship
UFC 103,2009-09-19 00:00:00,American Airlines Center,"Dallas, Texas","17,428","$2,400,000","375,000",https://www.bestfightodds.com/search?query=UFC%20103,1,Ultimate Fighting Championship
UFC Fight Night: Diaz vs. Guillard,2009-09-16 00:00:00,Cox Convention Center,"Oklahoma City, Oklahoma","9,490","$577,997",,,1,Ultimate Fighting Championship
UFC 102,2009-08-29 00:00:00,Rose Garden,"Portland, Oregon","16,088","$1,920,000","435,000",https://www.bestfightodds.com/search?query=UFC%20102,1,Ultimate Fighting Championship
UFC 101,2009-08-08 00:00:00,Wachovia Center,"Philadelphia, Pennsylvania","17,411","$3,550,000","850,000",https://www.bestfightodds.com/search?query=UFC%20101,1,Ultimate Fighting Championship
UFC 100,2009-07-11 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,871 (9,764 paid)","$5,101,740","1,600,000",https://www.bestfightodds.com/search?query=UFC%20100,1,Ultimate Fighting Championship
UFC 99,2009-06-13 00:00:00,Lanxess Arena,"Cologne, Germany","12,854","$1,300,000","360,000",https://www.bestfightodds.com/search?query=UFC%2099,1,Ultimate Fighting Championship
UFC 98,2009-05-23 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","12,606","$3,257,350","635,000",https://www.bestfightodds.com/search?query=UFC%2098,1,Ultimate Fighting Championship
UFC 97,2009-04-18 00:00:00,Bell Centre,"Montreal, Quebec, Canada","21,451","$4,900,000","650,000",https://www.bestfightodds.com/search?query=UFC%2097,1,Ultimate Fighting Championship
UFC Fight Night: Condit vs. Kampmann,2009-04-01 00:00:00,Sommet Center,"Nashville, Tennessee","10,267","$626,077",,https://www.bestfightodds.com/events/ufc-fight-night-18-condit-vs-kampmann-129,1,Ultimate Fighting Championship
UFC 96,2009-03-07 00:00:00,Nationwide Arena,"Columbus, Ohio","17,033","$1,800,000","350,000",https://www.bestfightodds.com/search?query=UFC%2096,1,Ultimate Fighting Championship
UFC 95,2009-02-21 00:00:00,The O2 Arena,"London, United Kingdom","13,268","$1,000,000 (approximate)",,https://www.bestfightodds.com/search?query=UFC%2095,1,Ultimate Fighting Championship
UFC Fight Night: Lauzon vs. Stephens,2009-02-07 00:00:00,USF Sun Dome[1],"Tampa, Florida[1]","7,596","$428,000",,https://www.bestfightodds.com/events/ufc-fight-night-17-lauzon-vs-stephens-123,1,Ultimate Fighting Championship
UFC 94,2009-01-31 00:00:00,MGM Grand Garden Arena[1],"Las Vegas, Nevada","14,885","$4,290,020","920,000",https://www.bestfightodds.com/search?query=UFC%2094,1,Ultimate Fighting Championship
UFC 93,2009-01-17 00:00:00,The O2,"Dublin, Ireland","9,369","$1,300,000","350,000 ",https://www.bestfightodds.com/search?query=UFC%2093,1,Ultimate Fighting Championship
UFC 92,2008-12-27 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,103 (9,701 paid)","$3,468,440","1,000,000 ",https://www.bestfightodds.com/search?query=UFC%2092,1,Ultimate Fighting Championship
UFC 91,2008-11-15 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,272 (10,845 paid)","$4,815,675","1,010,000[3]",https://www.bestfightodds.com/search?query=UFC%2091,1,Ultimate Fighting Championship
UFC 90,2008-10-25 00:00:00,Allstate Arena,"Rosemont, Illinois","15,359","$2,850,000","300,000",https://www.bestfightodds.com/search?query=UFC%2090,1,Ultimate Fighting Championship
UFC 89,2008-10-18 00:00:00,National Indoor Arena,"Birmingham, United Kingdom","9,515",,,https://www.bestfightodds.com/search?query=UFC%2089,1,Ultimate Fighting Championship
UFC Fight Night: Diaz vs. Neer,2008-09-17 00:00:00,Omaha Civic Auditorium,"Omaha, Nebraska","9,103","$700,000",,https://www.bestfightodds.com/events/ufc-fight-night-15-diaz-vs-neer-84,1,Ultimate Fighting Championship
UFC 88,2008-09-06 00:00:00,Philips Arena,"Atlanta, Georgia","14,736","$2,600,000","480,000 ",https://www.bestfightodds.com/search?query=UFC%2088,1,Ultimate Fighting Championship
UFC 87,2008-08-09 00:00:00,Target Center,"Minneapolis, Minnesota","15,087","$2,252,000","625,000",https://www.bestfightodds.com/search?query=UFC%2087,1,Ultimate Fighting Championship
UFC Fight Night: Silva vs. Irvin,2008-07-19 00:00:00,Palms Casino Resort,"Las Vegas, Nevada","2,071",,,https://www.bestfightodds.com/events/ufc-fight-night-14-silva-vs-irvin-83,1,Ultimate Fighting Championship
UFC 86,2008-07-05 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,990 (9,630 paid)","$3,350,730","540,000",https://www.bestfightodds.com/search?query=UFC%2086,1,Ultimate Fighting Championship
UFC 85,2008-06-07 00:00:00,The O2 Arena,"London, United Kingdom","15,327","2,920,000","215,000",https://www.bestfightodds.com/search?query=UFC%2085,1,Ultimate Fighting Championship
UFC 84,2008-05-24 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,773 (13,448 paid)","$3,732,000","475,000",https://www.bestfightodds.com/search?query=UFC%2084,1,Ultimate Fighting Championship
UFC 83,2008-04-19 00:00:00,Bell Centre,"Montreal, Quebec, Canada","21,390","$5,100,000","530,000",https://www.bestfightodds.com/search?query=UFC%2083,1,Ultimate Fighting Championship
UFC Fight Night: Florian vs. Lauzon,2008-04-02 00:00:00,Broomfield Event Center,"Broomfield, Colorado","6,742","$753,429",,https://www.bestfightodds.com/events/ufc-fight-night-13-florian-vs-lauzon-44,1,Ultimate Fighting Championship
UFC 82,2008-03-01 00:00:00,Nationwide Arena,"Columbus, Ohio","16,431","$2,200,000","325,000",https://www.bestfightodds.com/search?query=UFC%2082,1,Ultimate Fighting Championship
UFC 81,2008-02-02 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,583 (7,167 paid)","$2,437,890","650,000",https://www.bestfightodds.com/search?query=UFC%2081,1,Ultimate Fighting Championship
UFC Fight Night: Swick vs. Burkman,2008-01-23 00:00:00,Palms Casino Resort,"Las Vegas, Nevada",,,,https://www.bestfightodds.com/events/ufc-fight-night-12-swick-vs-burkman-36,1,Ultimate Fighting Championship
UFC 80,2008-01-19 00:00:00,Metro Radio Arena,"Newcastle, United Kingdom","8,412","$1,250,000","225,000",https://www.bestfightodds.com/search?query=UFC%2080,1,Ultimate Fighting Championship
UFC 79,2007-12-29 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,075 (10,968 paid)","$4,994,000","650,000",https://www.bestfightodds.com/search?query=UFC%2079,1,Ultimate Fighting Championship
UFC 78,2007-11-17 00:00:00,Prudential Center,"Newark, New Jersey","14,071","$2,100,000","400,000",https://www.bestfightodds.com/search?query=UFC%2078,1,Ultimate Fighting Championship
UFC 77,2007-10-20 00:00:00,U.S. Bank Arena,"Cincinnati, Ohio","16,054","$2,540,000","325,000",https://www.bestfightodds.com/search?query=UFC%2077,1,Ultimate Fighting Championship
UFC 76,2007-09-22 00:00:00,Honda Center,"Anaheim, California","13,770 (11,817 paid)","$1,985,000","475,000",https://www.bestfightodds.com/search?query=UFC%2076,1,Ultimate Fighting Championship
UFC Fight Night: Thomas vs. Florian,2007-09-19 00:00:00,Palms Casino Resort,"Las Vegas, Nevada",,"$270,000",,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13,1,Ultimate Fighting Championship
UFC 75,2007-09-08 00:00:00,The O2 Arena,"London, United Kingdom","16,235",$2.7 million,,https://www.bestfightodds.com/search?query=UFC%2075,1,Ultimate Fighting Championship
UFC 74,2007-08-25 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,118 (9,622 paid)","$3,307,000","520,000",https://www.bestfightodds.com/search?query=UFC%2074,1,Ultimate Fighting Championship
UFC 73,2007-07-07 00:00:00,ARCO Arena,"Sacramento, California","13,183","$1,551,920","425,000",https://www.bestfightodds.com/search?query=UFC%2073,1,Ultimate Fighting Championship
UFC 72,2007-06-16 00:00:00,The Odyssey,"Belfast, Northern Ireland","8,000","£700,000 (approx. $1.2 million)","200,000",,1,Ultimate Fighting Championship
UFC Fight Night: Stout vs. Fisher,2007-06-12 00:00:00,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida",,,,,1,Ultimate Fighting Championship
UFC 71,2007-05-26 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","14,728 (13,224 paid)","$4,304,000","675,000",,1,Ultimate Fighting Championship
UFC 70,2007-04-21 00:00:00,Manchester Evening News Arena,"Manchester, United Kingdom","15,114 (12,708 paid)","$2,628,472 (£1.3 million GBP)",,,1,Ultimate Fighting Championship
UFC 69,2007-04-07 00:00:00,Toyota Center,"Houston, Texas","15,269 (12,516 paid)","$2,817,200","400,000[citation needed]",,1,Ultimate Fighting Championship
2007 in UFC,2007-04-05 00:00:00,Palms Casino Resort,13,"1,734",,,,1,Ultimate Fighting Championship
UFC 68,2007-03-03 00:00:00,Nationwide Arena,"Columbus, Ohio","19,049 (17,358 paid)","$3,014,000","534,000",,1,Ultimate Fighting Championship
UFC 67,2007-02-03 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,227 (8,700 paid)","$2,767,130","350,000[3]",,1,Ultimate Fighting Championship
UFC Fight Night: Evans vs. Salmon,2007-01-25 00:00:00,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida",,,,,1,Ultimate Fighting Championship
UFC 66,2006-12-30 00:00:00,MGM Grand Garden Arena,"Las Vegas, Nevada","13,761 (12,191 paid)","$5,397,300","929,000",,1,Ultimate Fighting Championship
UFC Fight Night: Sanchez vs. Riggs,2006-12-13 00:00:00,MCAS Miramar,"San Diego, California",,,,,1,Ultimate Fighting Championship
UFC 65,2006-11-18 00:00:00,ARCO Arena,"Sacramento, California","14,666 (12,362 paid)","$2,138,020","500,000[3]",,1,Ultimate Fighting Championship
UFC 64,2006-10-14 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,173 (8,913 paid)","$1,790,490","750,000",,1,Ultimate Fighting Championship
UFC 63,2006-09-23 00:00:00,Arrowhead Pond,"Anaheim, California","12,604 (9,343 paid)","$1,582,370","400,000",,1,Ultimate Fighting Championship
UFC 62,2006-08-26 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,859 (8,954 paid)","$3,040,880","500,000",,1,Ultimate Fighting Championship
UFC Fight Night: Sanchez vs. Parisyan,2006-08-17 00:00:00,Red Rock Resort Spa and Casino,"Las Vegas, Nevada",,,,,1,Ultimate Fighting Championship
UFC 61,2006-07-08 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,167 (9,999 paid)","$3,350,775.15","775,000 ",,1,Ultimate Fighting Championship
UFC Ultimate Fight Night 5,2006-06-28 00:00:00,Hard Rock Hotel and Casino,"Las Vegas, Nevada",954,"$134,368",,,1,Ultimate Fighting Championship
UFC 60,2006-05-27 00:00:00,Staples Center,"Los Angeles, California","14,802 (10,347 paid)","$2,900,090","620,000",,1,Ultimate Fighting Championship
UFC 59,2006-04-15 00:00:00,Arrowhead Pond,"Anaheim, California","13,814 (13,060 paid)","$2,191,450","425,000",,1,Ultimate Fighting Championship
UFC Ultimate Fight Night 4,2006-04-06 00:00:00,Hard Rock Hotel and Casino,"Las Vegas, Nevada",843,"$199,150",,,1,Ultimate Fighting Championship
UFC 58,2006-03-04 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","9,569 (8,183 paid)","$1,758,450","300,000",,1,Ultimate Fighting Championship
UFC 57,2006-02-04 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,000 (Paid: 10,301)","$3,382,400","400,000",,1,Ultimate Fighting Championship
UFC Ultimate Fight Night 3,2006-01-16 00:00:00,Hard Rock Hotel and Casino,"Las Vegas, Nevada","1,008","$144,600",,,1,Ultimate Fighting Championship
UFC 56,2005-11-19 00:00:00,MGM Grand Arena,"Las Vegas, Nevada","12,000 (Paid: 9,995)","$1,986,000","200,000",,1,Ultimate Fighting Championship
UFC 55,2005-10-07 00:00:00,Mohegan Sun Arena,"Uncasville, Connecticut","8,000",,"125,000",,1,Ultimate Fighting Championship
UFC Ultimate Fight Night 2,2005-10-03 00:00:00,Hard Rock Hotel and Casino,"Las Vegas, Nevada",,,,,1,Ultimate Fighting Championship
UFC 54,2005-08-20 00:00:00,MGM Grand Arena,"Las Vegas, Nevada","13,520 (Paid: 11,634)","$2,336,000","150,000",,1,Ultimate Fighting Championship
2005 in UFC,2005-08-06 00:00:00,Cox Pavilion,6,,,,,1,Ultimate Fighting Championship
UFC 53,2005-06-04 00:00:00,Boardwalk Hall,"Atlantic City, New Jersey","12,000","$1,100,000","90,000",,1,Ultimate Fighting Championship
UFC 52,2005-04-16 00:00:00,MGM Grand Arena,"Las Vegas, Nevada","14,562 (Paid: 12,643)","$2,575,450","280,000",,1,Ultimate Fighting Championship
UFC 51,2005-02-05 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,072 (Paid: 9,268)","$1,493,000","105,000",,1,Ultimate Fighting Championship
UFC 50,2004-10-22 00:00:00,Trump Plaza,"Atlantic City, New Jersey","9,000",,"40,000",,1,Ultimate Fighting Championship
UFC 49,2004-08-21 00:00:00,MGM Grand Arena,"Las Vegas, Nevada","12,100 (paid 8,597)","$1,293,035","80,000",,1,Ultimate Fighting Championship
UFC 48,2004-06-19 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,000 (Paid: 6,528)","$901,655","110,000",,1,Ultimate Fighting Championship
UFC 47,2004-04-02 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","11,437","$1,444,020","105,000",,1,Ultimate Fighting Championship
UFC 46,2004-01-31 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,700","$1,377,000","80,000",,1,Ultimate Fighting Championship
UFC 45,2003-11-21 00:00:00,Mohegan Sun Arena,"Uncasville, Connecticut","9,200",,"40,000",,1,Ultimate Fighting Championship
UFC 44,2003-09-26 00:00:00,Mandalay Bay Events Center,"Las Vegas, Nevada","10,400","$127,985","94,000",,1,Ultimate Fighting Championship
UFC 43,2003-06-06 00:00:00,Thomas and Mack Center,"Las Vegas, Nevada","9,800","$645,140","49,000",,1,Ultimate Fighting Championship
UFC 42,2003-04-25 00:00:00,American Airlines Arena,"Miami, Florida","6,700",,"35,000",,1,Ultimate Fighting Championship
UFC 41,2003-02-28 00:00:00,Boardwalk Hall,"Atlantic City, New Jersey","13,401",,"60,000",,1,Ultimate Fighting Championship
UFC 40,2002-11-22 00:00:00,MGM Grand Arena,"Las Vegas, Nevada","13,265","$1,540,000","100,000",,1,Ultimate Fighting Championship
UFC 39,2002-09-27 00:00:00,Mohegan Sun Arena,"Uncasville, Connecticut","7,800",,"45,000",,1,Ultimate Fighting Championship
UFC 38,2002-07-13 00:00:00,Royal Albert Hall,"London, United Kingdom","3,800",,"45,000",,1,Ultimate Fighting Championship
UFC 37.5,2002-06-22 00:00:00,Bellagio Hotel and Casino,"Las Vegas, Nevada","3,700",,,,1,Ultimate Fighting Championship
